epoch,loss,mean_absolute_error,mean_squared_error,val_loss,val_mean_absolute_error,val_mean_squared_error
49,10.0166603724,0.596605890327,0.59977656934,13.1493359974,1.4302158526,3.77537052972
50,9.99094698164,0.618804623683,0.654726276795,47.8740757533,5.80134126118,38.5800247192
51,9.89901330736,0.615510294835,0.643140574296,29.9579312461,4.04535712515,20.7444433485
52,9.71725410885,0.564435503549,0.541822041074,13.3808505195,1.51870616845,4.24742296764
53,9.74581480026,0.610616736942,0.650977888041,34.7466888428,4.23612124579,25.6937247685
54,9.75433943007,0.665049741666,0.739574142628,17.3539281573,2.37052665438,8.38087565558
55,9.43019427194,0.540548301405,0.494639078776,15.2855007989,1.98113947255,6.39251232147
56,9.56506416533,0.647913989094,0.708966854546,21.4754548754,3.10726305417,12.6601322719
57,9.42640108532,0.611086343726,0.648013803694,44.4111061096,5.22472156797,35.6738292149
58,9.17594215605,0.537364201413,0.475644856691,33.6137695312,4.30469499316,24.9549519675
59,9.19575791889,0.577904396587,0.573722677098,19.7591277531,2.88966127804,11.177078792
60,9.10087198681,0.575789295965,0.556632497244,14.4938844953,2.00092875957,5.99055474145
61,8.99290800095,0.551946355237,0.526391766138,34.1996683393,4.50464173726,25.7743195125
62,8.99124145508,0.59608096381,0.60185206102,24.7508621216,3.46896641595,16.4023313522
63,8.96459171507,0.633128687739,0.651374676161,48.6978863307,5.72082458224,40.4239850725
64,8.75101889504,0.555729831258,0.5130346583,43.0998905727,5.11760112217,34.90215465
65,8.68769974179,0.562987642156,0.525517513355,23.762153898,3.331467356,15.6403706414
66,8.67832326889,0.598499483532,0.590929590993,63.8185844421,6.86002363477,55.7690315247
67,8.54179138607,0.551777823104,0.528465648492,30.8051610674,3.93772390911,22.8319165366
68,8.59969255659,0.633099181785,0.660830742783,30.4347686768,4.40743507658,22.5330728803
69,8.58736202452,0.655089974403,0.720734531681,120.225505284,10.1473602567,112.395765032
70,8.37714952893,0.587251994345,0.582114592195,18.725371497,2.66389894485,10.9685435976
71,8.23739915424,0.552111413744,0.51429247525,16.1733202253,2.2992011479,8.48846769333
72,8.17060597738,0.555266592238,0.519100333254,13.2283517293,1.85518704142,5.61494752339
73,8.06811335352,0.54023864203,0.488402487503,21.1265171596,3.13357036454,13.5851929528
74,8.03974299961,0.564994060331,0.53162782722,18.8989952632,2.78598986353,11.4282952717
75,7.99410335223,0.58156262007,0.55681522025,25.1014774867,3.31524774006,17.700457028
76,7.99527459674,0.618569579389,0.627130897509,11.4865858895,1.54798439571,4.15463910784
77,7.86046285099,0.575094913443,0.560819753342,39.3079817636,5.14906065805,32.0442649296
78,7.73418513934,0.550536680553,0.502804645234,25.3618619101,3.6231975896,18.1667090825
79,7.73510816362,0.579355614053,0.572342909045,11.0461418969,1.49613285065,3.91891118458
80,7.70185698403,0.597566023469,0.606249297659,64.7089097159,6.55007846015,57.6495350429
81,7.76410288281,0.655092338721,0.734506216314,31.2848409925,4.37636947632,24.2882584163
82,7.53988713688,0.587608594033,0.574783118235,24.692276001,3.63699225017,17.7611397335
83,7.45429693328,0.564477942056,0.554844242003,16.3008450099,2.53695055417,9.43583352225
84,7.31302409702,0.52753700316,0.478590028154,37.4619287763,4.95034517561,30.6614783151
85,7.2174586455,0.509883693523,0.447690571348,62.8995557513,7.02230364936,56.1646112714
86,7.18003924688,0.537719642123,0.475617074304,27.204233442,3.72461710657,20.5337821415
87,7.10028407309,0.525785149799,0.459436611997,11.3715628215,1.66449609825,4.76494966234
88,7.01431141959,0.508923818668,0.437428684698,16.4087914058,2.70745243345,9.86476421356
89,6.97907219993,0.526492648655,0.465177383688,16.48078428,2.66633118902,10.0000768389
90,6.93333246973,0.533926765124,0.481984358695,91.3989813668,8.04364619936,84.9808927264
91,6.85145303938,0.514638187157,0.46225695312,53.7662369864,5.59475346974,47.4106745039
92,6.72682264116,0.487220348583,0.398945079909,12.1032584054,1.8725071294,5.80775819506
93,6.67550865809,0.497964597411,0.408618883954,36.9111676897,4.99407018934,30.6764131274
94,6.61398479674,0.4883733607,0.407545348008,58.642300742,6.50572545188,52.4665979658
95,6.54290262858,0.488136948811,0.396288067102,62.3115386963,6.6596858842,56.1963528224
96,6.75525111622,0.621474651827,0.668000557356,147.11063058,10.9737841742,141.053261893
97,6.66474061542,0.62785669499,0.63394337727,17.1751150404,2.82234369005,11.1722555161
98,6.53077689807,0.578347351816,0.55491872463,15.2083256585,2.46152394158,9.26252405984
99,6.37939641211,0.512978977627,0.459652057952,9.91163403647,1.4548378161,4.02273545946
100,6.42333017455,0.566596147087,0.559709226092,16.3220484597,2.77605356489,10.4873435157
101,6.28101203177,0.540385958221,0.472464586298,35.3975546701,4.76773813793,29.618473053
102,6.19405873617,0.509882117311,0.440811038017,39.7209347316,5.22508498601,33.9954896654
103,6.23008881675,0.556039864818,0.530971214175,9.30886690957,1.51907173225,3.63953798158
104,6.19229618708,0.56058424049,0.546982076433,11.1366816929,1.7848875182,5.51922225952
105,6.01158634822,0.494772684243,0.419554347793,8.85083389282,1.45003921645,3.28703342165
106,5.92001300388,0.473160811596,0.38202175498,18.8418423789,3.27045559883,13.3317240306
107,5.89156111081,0.486186030838,0.406678732899,14.1475327356,2.60885099002,8.69082471303
108,5.81854184469,0.473868171374,0.386583328247,43.9493255615,5.80666957583,38.5440210615
109,5.97263741493,0.591539276971,0.592258989811,50.8973851885,6.17454719543,45.5438701085
110,5.68388666047,0.467407792807,0.354554911455,49.8879688808,6.11448764801,44.5851729257
111,5.67317255338,0.481872704294,0.394737035036,9.40490927015,1.6170306376,4.15276786259
112,5.6875837379,0.527802892857,0.459473753969,11.4906479972,2.08649468422,6.28844084058
113,5.54024092356,0.465419125226,0.361525647342,10.1120853424,1.75948641981,4.95920133591
114,5.5115412871,0.475835166044,0.382216556205,11.7871836254,2.06596437522,6.6828953198
115,5.53169035912,0.519580365883,0.45109044181,13.3494810377,2.23384768622,8.29486029489
116,5.46319789357,0.50924308598,0.430612342225,18.0552215576,3.26043581963,13.0468379429
117,5.46093699667,0.534713228544,0.475244621436,24.7248205457,3.92186222758,19.7640051161
118,5.3035738998,0.463294900126,0.364398732781,56.0959897723,6.46559906006,51.1808133807
119,5.37630878554,0.533285361197,0.483389476935,116.983606611,8.81584508078,112.115876334
120,5.5293709702,0.626598912809,0.681785563628,30.9536402566,4.39971126829,26.1277117048
121,5.20995974541,0.486776441336,0.405293047428,23.1498086112,3.70236274174,18.3680951255
122,5.18270799849,0.499203170339,0.421161110202,86.2676467896,8.38501303537,81.5290211269
123,5.22101060549,0.555704201261,0.503821934263,46.0942246573,5.83367429461,41.4000592913
124,5.06613755226,0.48319804834,0.391704498066,12.2797540937,2.22243779046,7.6282248497
125,5.06850581699,0.509825835625,0.437470205956,35.9847537449,5.02357578278,31.3758193425
126,5.10703322623,0.558685754736,0.518307364649,66.2210459028,7.17475652695,61.6531028748
127,4.92005205154,0.46765344176,0.372429968582,38.3766059875,4.78382171903,33.8520589556
128,4.90191650391,0.480565385686,0.396939264403,12.7414910453,2.36627118928,8.25926440103
129,4.80799394184,0.453635654516,0.345280690326,83.319014413,7.63917984281,78.8785607474
130,4.79897875256,0.470400258899,0.378389091955,139.412191119,10.5970307759,135.012972151
131,4.84723673926,0.516563047965,0.467772870428,206.142713274,12.6013866152,201.784327916
132,4.73322012689,0.482217772139,0.393091304435,185.602212088,12.6663009099,181.282300677
133,4.6796081596,0.474851013886,0.379227557116,55.7289488656,6.64158099038,51.4483980451
134,4.74665217929,0.528688238727,0.48501644863,82.8593542916,8.38984830039,78.6182512556
135,4.64776571592,0.502791416314,0.423874586821,39.0658498492,5.13417966025,34.8610343933
136,4.66254629029,0.534597865409,0.476413382424,58.6568990435,6.15543637957,54.491154262
