epoch,loss,mean_absolute_error,mean_squared_error,val_loss,val_mean_absolute_error,val_mean_squared_error
0,56.9675632053,4.71713223722,44.1469706959,104.689953395,7.63036005838,91.8636245728
1,23.9900801977,2.52707167466,11.1660045253,95.1416407994,7.3093391146,82.3265533447
2,19.3797284232,1.93502066533,6.57628681925,95.1146458217,7.4253685815,82.3263538906
3,17.936521848,1.69698513879,5.16424808237,90.5720094953,7.21790184293,77.8187528338
4,16.8038591279,1.51177301672,4.0685385863,94.3285446167,7.3022577422,81.6147101266
5,15.5363160239,1.28039062023,2.8425866829,84.8028063093,6.91227749416,72.1329563686
6,15.3541737133,1.22230703301,2.7065996925,82.3207484654,6.96155248369,69.6987413679
7,14.9609577391,1.16534649664,2.36276684205,85.3458110264,7.26509700503,72.774597168
8,14.72957574,1.11631975902,2.18372141653,79.7894810268,6.86064815521,67.2723519461
9,14.3066743215,1.0279681219,1.81568168269,76.5549970354,6.99527045659,64.0936034066
10,14.0348281331,0.973927961455,1.60096954637,79.1155515398,6.86118677684,66.7132802691
11,13.9939996931,0.968547198508,1.62054296335,71.8973181588,6.67314829145,59.5569092887
12,13.7073604796,0.907564659913,1.39615954293,71.1783185686,6.74729319981,58.9001377651
13,13.4425937865,0.844468077024,1.19544446468,68.6343699864,6.60955027172,56.4215409415
14,13.2022268507,0.788492265675,1.02137810985,67.5358908517,6.51343713488,55.3914119176
15,13.4058863322,0.886074867513,1.29318618112,66.2660604204,6.54129035132,54.1892956325
16,13.1613449521,0.816082560354,1.11737317509,64.3551265172,6.405941282,52.3487516131
17,13.2158691088,0.858633766572,1.24292996195,59.585092817,6.12315320969,47.6498249599
18,12.7831039959,0.728085537752,0.882182740503,59.5514477321,6.09283454078,47.6892858233
19,12.9590397941,0.820762160752,1.13130846288,55.2845181056,5.83168295452,43.495476314
20,12.6686882973,0.732645259963,0.915210604668,53.0172217233,5.59397465842,41.3041632516
21,12.6854953236,0.797463672029,1.00747357143,51.754119873,5.54367746626,40.1160518101
22,12.5959943665,0.776157455312,0.994218789869,47.6250397818,5.1021695137,36.0639087132
23,12.4172582097,0.738347666131,0.892588963111,44.1245645796,4.82698760714,32.6406884875
24,12.4121728473,0.768354445696,0.964827277594,41.3812779018,4.69527639662,29.9753892081
25,12.1284403271,0.684572027789,0.759934375683,40.4500023978,4.60889128276,29.1234624045
26,12.0781644715,0.683205544949,0.789007104105,30.1987361908,3.76056575775,18.9510132926
27,12.0298433834,0.69697685043,0.820921318399,33.1265231541,3.93243929318,21.9604116167
28,11.9250414636,0.691691544321,0.796731650829,34.8989906311,3.96097390992,23.8142018999
29,11.8419126405,0.687096801069,0.795134605633,28.0185279846,3.4955136776,17.0143067496
30,12.0269736714,0.780868454112,1.06109577749,41.295262473,4.49690614428,30.3727468763
31,11.6569008297,0.665659983953,0.771778600083,26.0795813969,3.25543458121,15.2371060508
32,11.4613753955,0.62917693456,0.657626716627,22.9313141959,2.96263486998,12.1711961201
33,11.3747004403,0.626815746228,0.653336437212,38.3328966413,4.33217368807,27.6551382882
34,11.2773189545,0.617713047398,0.638654147585,16.9026035581,1.976461683,6.30752829143
35,11.3438276715,0.687506784995,0.788480121228,20.2790859767,2.50571390561,9.76822362627
36,11.1857727369,0.647955387831,0.713750976655,28.5926077706,3.43879972185,18.1637592316
37,11.2436078919,0.722476349937,0.85339054962,45.8112602234,4.92875003815,35.4643938882
38,11.0086863306,0.645675589641,0.70064736406,23.9334697723,3.03638022287,13.6698829106
39,11.1213067373,0.734530813164,0.896443565687,17.08036123,2.21328026908,6.89889260701
40,10.886715942,0.666173974673,0.743423208594,17.9670587267,2.30693840981,7.86650698526
41,10.8819467227,0.687317825026,0.820794242952,15.7766321727,1.85446870327,5.75870159694
42,11.0933418804,0.814171986447,1.11345954405,17.6444901058,2.07904258796,7.70587621416
43,10.6226268344,0.653005225791,0.723046663735,19.7140955244,2.63768669537,9.85625362396
44,11.2182644208,0.904392162959,1.39929702216,103.892404829,8.85420772008,94.1152420044
45,10.4219537311,0.632538093461,0.682423949242,94.0008686611,8.34882068634,84.3034068516
46,10.3498445617,0.638207082947,0.690612960193,34.0975859506,4.16092436654,24.4816156115
47,10.2358725866,0.628585288922,0.65759165585,25.4153218951,3.21444303649,15.880626406
48,10.2391141786,0.662205364969,0.741652887728,15.5434299197,1.91163000039,6.08832836151
